XP_022313813.1	GO:0005975,GO:0016853,GO:0044281
XP_022286409.1	GO:0003674,GO:0005794,GO:0016192
XP_022287755.1	GO:0005575,GO:0022857
XP_022287756.1	GO:0005575,GO:0022857
XP_022287757.1	GO:0005575,GO:0022857
XP_022287754.1	GO:0005575,GO:0022857
XP_022287763.1	
XP_022287761.1	GO:0003674
XP_022287762.1	
XP_022287759.1	GO:0005575,GO:0022857
XP_022287760.1	GO:0005575,GO:0022857
XP_022288412.1	GO:0003674,GO:0007034
XP_022289364.1	GO:0005575,GO:0007165,GO:0007267,GO:0022857
XP_022289366.1	GO:0005575,GO:0007165,GO:0007267,GO:0022857
XP_022289365.1	GO:0005575,GO:0007165,GO:0007267,GO:0022857
XP_022287144.1	GO:0003674,GO:0006397
XP_022287148.1	GO:0005634,GO:0009058,GO:0034641
XP_022287149.1	GO:0005634,GO:0009058,GO:0034641
XP_022287226.1	
XP_022286880.1	
XP_022289997.1	
XP_022290685.1	
XP_022290682.1	
XP_022290683.1	
XP_022290684.1	
XP_022287341.1	
XP_022287035.1	
XP_022290556.1	GO:0003674,GO:0006259
XP_022289711.1	
XP_022289712.1	
XP_022289709.1	
XP_022289713.1	
XP_022289714.1	
XP_022289708.1	
XP_022290557.1	GO:0003674,GO:0006464
XP_022289181.1	
XP_022289178.1	
XP_022289179.1	
XP_022289182.1	
XP_022289180.1	
XP_022289189.1	
XP_022289190.1	
XP_022290558.1	GO:0003674
XP_022289192.1	GO:0003674
XP_022289191.1	
XP_022289184.1	
XP_022289187.1	
XP_022289185.1	
XP_022289183.1	GO:0003674
XP_022289188.1	
XP_022289177.1	GO:0006629,GO:0007165,GO:0016301
XP_022289176.1	GO:0006629,GO:0007165,GO:0016301
XP_022289175.1	GO:0006629,GO:0007165,GO:0016301
XP_022289174.1	GO:0006629,GO:0007165,GO:0016301
XP_022288554.1	GO:0003674
XP_022288552.1	GO:0003674
XP_022288553.1	GO:0003674
XP_022287433.1	GO:0003677
XP_022290153.1	
XP_022286462.1	GO:0003674,GO:0005576,GO:0008150
XP_022289427.1	GO:0003674,GO:0005576,GO:0008150
XP_022289428.1	GO:0003674,GO:0005576,GO:0008150
XP_022289426.1	GO:0003674
XP_022289425.1	GO:0003674
XP_022289424.1	GO:0003674
XP_022287203.1	
XP_022289875.1	
XP_022289876.1	
XP_022289865.1	
XP_022289873.1	
XP_022289872.1	
XP_022289874.1	
XP_022289870.1	
XP_022289871.1	
XP_022289868.1	
XP_022289867.1	
XP_022289866.1	
XP_022290559.1	GO:0003674
XP_022288912.1	
XP_022290560.1	
XP_022287012.1	
XP_022289820.1	
XP_022287187.1	
XP_022289168.1	GO:0003674,GO:0005576,GO:0008150
XP_022289162.1	GO:0003674,GO:0005576,GO:0008150
XP_022289163.1	GO:0003674,GO:0005576,GO:0008150
XP_022289166.1	GO:0003674,GO:0005576,GO:0008150
XP_022289165.1	GO:0003674,GO:0005576,GO:0008150
XP_022289167.1	GO:0003674,GO:0005576,GO:0008150
XP_022289169.1	
XP_022289161.1	
XP_022286901.1	
XP_022290562.1	
XP_022289121.1	
XP_022289123.1	
XP_022289122.1	
XP_022289124.1	
XP_022290603.1	GO:0003674,GO:0005576,GO:0008150
XP_022289881.1	
XP_022289767.1	
XP_022289223.1	
XP_022289225.1	
XP_022289224.1	
XP_022289222.1	
XP_022289219.1	
XP_022289221.1	
XP_022289220.1	
XP_022290066.1	
XP_022290067.1	
XP_022289607.1	
XP_022286832.1	
XP_022286830.1	
XP_022286831.1	
XP_022286829.1	
XP_022289014.1	
XP_022289015.1	
XP_022289016.1	
XP_022289017.1	
XP_022289913.1	
XP_022289914.1	
XP_022289911.1	GO:0003674
XP_022289912.1	GO:0003674
XP_022289759.1	
XP_022290565.1	GO:0003674
XP_022290173.1	
XP_022289847.1	GO:0003677,GO:0006259
XP_022289848.1	GO:0003677,GO:0006259
XP_022290566.1	
XP_022289633.1	
XP_022289632.1	
XP_022286815.1	GO:0005856,GO:0008092,GO:0032991
XP_022288468.1	GO:0043167
XP_022290567.1	
XP_022288467.1	GO:0043167
XP_022288469.1	GO:0043167
XP_022288445.1	GO:0005856,GO:0008092,GO:0032991
XP_022288446.1	GO:0043167
XP_022288466.1	GO:0043167
XP_022288465.1	GO:0008219
XP_022288471.1	
XP_022290568.1	
XP_022286421.1	
XP_022286422.1	
XP_022289680.1	
XP_022289812.1	
XP_022289813.1	
XP_022286498.1	
XP_022286500.1	
XP_022289909.1	
XP_022286992.1	GO:0003674
XP_022290569.1	
XP_022287066.1	
XP_022290570.1	
XP_022290571.1	
XP_022289465.1	GO:0003674
XP_022288415.1	GO:0043167
XP_022288414.1	GO:0043167
XP_022289010.1	GO:0003674
XP_022289009.1	GO:0003674
XP_022289615.1	GO:0003674
XP_022289614.1	GO:0003674
XP_022289527.1	GO:0003674
XP_022289528.1	GO:0003674
XP_022289526.1	GO:0003674
XP_022287274.1	GO:0003674
XP_022287272.1	GO:0003674
XP_022290007.1	GO:0003674
XP_022287112.1	
XP_022287113.1	
XP_022287114.1	GO:0003674
XP_022287111.1	
XP_022287174.1	GO:0003674
XP_022290572.1	GO:0003674
XP_022290110.1	
XP_022287524.1	
XP_022287527.1	
XP_022287523.1	
XP_022287526.1	
XP_022287525.1	
XP_022290573.1	GO:0003674
XP_022287400.1	
XP_022287396.1	GO:0003674
XP_022287395.1	GO:0003674
XP_022287399.1	
XP_022287397.1	GO:0003674
XP_022287398.1	GO:0003674
XP_022287392.1	GO:0003674
XP_022287401.1	
XP_022287393.1	GO:0003674
XP_022287391.1	GO:0003674
XP_022290575.1	GO:0003674
XP_022290576.1	GO:0003674
XP_022290159.1	
XP_022290156.1	GO:0043167
XP_022290158.1	GO:0043167
XP_022290577.1	
XP_022290212.1	
XP_022286412.1	
XP_022286410.1	
XP_022286411.1	
XP_022287530.1	GO:0003674,GO:0006464
XP_022287514.1	GO:0003677,GO:0006259
XP_022290055.1	
XP_022290054.1	
XP_022290057.1	
XP_022290056.1	
XP_022290053.1	
XP_022290580.1	
XP_022289986.1	GO:0003674
XP_022287109.1	
XP_022287100.1	
XP_022287097.1	
XP_022287099.1	
XP_022287102.1	
XP_022287101.1	
XP_022287103.1	
XP_022287089.1	
XP_022287094.1	
XP_022287093.1	
XP_022287090.1	
XP_022287091.1	
XP_022287092.1	
XP_022287107.1	
XP_022287095.1	
XP_022287096.1	
XP_022287104.1	
XP_022287105.1	
XP_022287106.1	
XP_022289023.1	
XP_022289024.1	
XP_022289026.1	
XP_022289025.1	
XP_022289027.1	
XP_022287553.1	GO:0003674
XP_022287554.1	GO:0003674
XP_022287559.1	GO:0003674
XP_022287557.1	GO:0003674
XP_022287555.1	GO:0003674
XP_022287556.1	GO:0003674
XP_022287560.1	GO:0003674
XP_022287562.1	GO:0003674
XP_022287563.1	
XP_022287561.1	GO:0003674
XP_022289213.1	GO:0003674
XP_022289214.1	GO:0003674
XP_022290171.1	GO:0043167
XP_022290172.1	GO:0043167
XP_022287468.1	GO:0003674
XP_022287469.1	GO:0003674
XP_022287362.1	
XP_022289068.1	GO:0003674
XP_022289067.1	GO:0003674
XP_022289065.1	GO:0003674
XP_022289066.1	GO:0003674
XP_022289064.1	GO:0003674
XP_022289438.1	GO:0009058,GO:0034655,GO:0043167,GO:0044281
XP_022289735.1	
XP_022290581.1	
XP_022290634.1	
XP_022290633.1	
XP_022290040.1	
XP_022289562.1	
XP_022286726.1	GO:0003674
XP_022286718.1	
XP_022286720.1	
XP_022286790.1	GO:0016491,GO:0043167
XP_022286694.1	GO:0016491,GO:0043167
XP_022290628.1	GO:0005575,GO:0022857
XP_022289908.1	GO:0003674,GO:0009058,GO:0034641
XP_022290582.1	GO:0003674
XP_022290028.1	GO:0003674
XP_022287192.1	GO:0003674
XP_022287173.1	GO:0003674
XP_022290583.1	GO:0003674
XP_022290585.1	GO:0003674
XP_022286997.1	
XP_022290646.1	GO:0003700,GO:0005622,GO:0009058,GO:0030154,GO:0032991,GO:0034641,GO:0048856
XP_022286696.1	GO:0003723,GO:0006399
XP_022286576.1	GO:0003677,GO:0004518,GO:0005622,GO:0006259,GO:0006950
XP_022287198.1	GO:0003674,GO:0007165
XP_022287199.1	GO:0003674,GO:0007165
XP_022289383.1	
XP_022288096.1	
XP_022288098.1	
XP_022288097.1	
XP_022290586.1	GO:0003674,GO:0006259
XP_022288102.1	
XP_022288105.1	
XP_022288104.1	
XP_022288103.1	
XP_022288101.1	
XP_022288100.1	
XP_022287119.1	GO:0003674
XP_022287120.1	GO:0003674
XP_022287117.1	GO:0003674
XP_022287118.1	
XP_022287121.1	
XP_022287123.1	
XP_022287122.1	
XP_022287499.1	
XP_022287500.1	
XP_022286689.1	
XP_022286985.1	
XP_022286983.1	
XP_022288933.1	
XP_022288934.1	
XP_022288935.1	
XP_022288932.1	
XP_022288931.1	
XP_022287115.1	GO:0007034
XP_022289235.1	GO:0006605,GO:0055085
XP_022287467.1	
XP_022289641.1	
XP_022289642.1	
XP_022290588.1	
XP_022287129.1	
XP_022290589.1	
XP_022290031.1	GO:0003674
XP_022288937.1	GO:0003723,GO:0006412
XP_022287200.1	
XP_022289808.1	GO:0003674
XP_022289367.1	GO:0003674
XP_022290615.1	
XP_022290590.1	GO:0003674
XP_022289754.1	GO:0003674
XP_022286783.1	GO:0009058,GO:0034655,GO:0043167,GO:0044281
XP_022286784.1	GO:0009058,GO:0034655,GO:0043167,GO:0044281
XP_022289646.1	GO:0003674
XP_022290151.1	GO:0030234
XP_022290150.1	GO:0030234
XP_022290152.1	GO:0030234
XP_022290149.1	GO:0030234
XP_022289233.1	GO:0005575,GO:0008289,GO:0016192,GO:0043167
XP_022289229.1	GO:0005575,GO:0008289,GO:0016192,GO:0043167
XP_022289234.1	GO:0005575,GO:0008289,GO:0016192,GO:0043167
XP_022289230.1	GO:0005575,GO:0008289,GO:0016192,GO:0043167
XP_022289231.1	GO:0005575,GO:0008289,GO:0016192,GO:0043167
XP_022289227.1	GO:0005575,GO:0008289,GO:0016192,GO:0043167
XP_022289232.1	GO:0005575,GO:0008289,GO:0016192,GO:0043167
XP_022290166.1	GO:0043167
XP_022286566.1	GO:0006457,GO:0043167,GO:0051082
XP_022288670.1	GO:0005634,GO:0005815,GO:0022607
XP_022289624.1	
XP_022289625.1	
XP_022290591.1	
XP_022287185.1	
XP_022287184.1	
XP_022286708.1	GO:0003674
XP_022290592.1	
XP_022295369.1	GO:0003674
XP_022295368.1	GO:0003674
XP_022292693.1	GO:0003674,GO:0007165
XP_022294406.1	GO:0003674,GO:0007165
XP_022291873.1	GO:0003674,GO:0007165
XP_022291874.1	GO:0003674,GO:0007165
XP_022293540.1	GO:0005975,GO:0016798
XP_022291161.1	
XP_022293947.1	
XP_022291395.1	
XP_022291394.1	GO:0003674
XP_022291392.1	GO:0003674
XP_022291393.1	GO:0003674
XP_022291590.1	
XP_022291589.1	
XP_022291522.1	
XP_022292694.1	GO:0003677,GO:0006259
XP_022292695.1	GO:0003674
XP_022292696.1	
XP_022291569.1	
XP_022295512.1	GO:0003674
XP_022295370.1	GO:0003674
XP_022294716.1	GO:0003674
XP_022292706.1	GO:0003674
XP_022290764.1	GO:0003674
XP_022290823.1	GO:0003674
XP_022292707.1	GO:0008150
XP_022291094.1	GO:0043167
XP_022292990.1	GO:0003677
XP_022292609.1	GO:0043167
XP_022292610.1	
XP_022295393.1	
XP_022295392.1	
XP_022294195.1	
XP_022294194.1	
XP_022292708.1	
XP_022293503.1	GO:0043167
XP_022293496.1	GO:0003674
XP_022293492.1	GO:0003674
XP_022293495.1	GO:0003674
XP_022293494.1	GO:0003674
XP_022293491.1	GO:0003674
XP_022293488.1	GO:0003674
XP_022293490.1	GO:0003674
XP_022293499.1	GO:0003674
XP_022293500.1	GO:0003674
XP_022293498.1	GO:0003674
XP_022293493.1	GO:0003674
XP_022293497.1	GO:0003674
XP_022293502.1	GO:0003674
XP_022293501.1	GO:0003674
XP_022293505.1	
XP_022293506.1	
XP_022293511.1	
XP_022293509.1	
XP_022293508.1	
XP_022293507.1	
XP_022292710.1	GO:0043167
XP_022293487.1	GO:0043167
XP_022291412.1	
XP_022291413.1	
XP_022291416.1	
XP_022291414.1	
XP_022291322.1	GO:0003677,GO:0005694,GO:0032991
XP_022290939.1	GO:0005634,GO:0009058,GO:0034641
XP_022290937.1	GO:0005634,GO:0009058,GO:0034641
XP_022290938.1	GO:0005634,GO:0009058,GO:0034641
XP_022290940.1	
XP_022292712.1	GO:0003674
XP_022291599.1	
XP_022293327.1	
XP_022293324.1	
XP_022293325.1	
XP_022293326.1	
XP_022294144.1	
XP_022294147.1	
XP_022294145.1	
XP_022294143.1	GO:0003674
XP_022292714.1	GO:0003674
XP_022291467.1	GO:0043167
XP_022294116.1	
XP_022292720.1	
XP_022291319.1	GO:0003674
XP_022292721.1	
XP_022291166.1	
XP_022292728.1	GO:0003674
XP_022291906.1	
XP_022291902.1	GO:0003674
XP_022291901.1	GO:0003674
XP_022291905.1	GO:0003674
XP_022291903.1	GO:0003674
XP_022291907.1	
XP_022294431.1	
XP_022291507.1	
XP_022293640.1	GO:0005975,GO:0016798
XP_022291977.1	GO:0003674,GO:0007165
XP_022291967.1	GO:0003674,GO:0007165
XP_022291974.1	GO:0003674,GO:0007165
XP_022291976.1	GO:0003674,GO:0007165
XP_022291985.1	
XP_022292729.1	
XP_022291981.1	GO:0003674
XP_022291980.1	GO:0003674
XP_022291968.1	GO:0003674,GO:0007165
XP_022292740.1	GO:0003677,GO:0008219,GO:0009058,GO:0034641
XP_022292747.1	GO:0003674
XP_022291978.1	GO:0003674
XP_022291965.1	GO:0007155,GO:0007165,GO:0008092
XP_022291970.1	GO:0003674
XP_022291969.1	GO:0003674
XP_022291984.1	
XP_022291973.1	GO:0003674,GO:0005575,GO:0007165
XP_022292748.1	
XP_022291986.1	GO:0006464,GO:0016301,GO:0043167
XP_022291972.1	GO:0003674
XP_022291971.1	GO:0003674
XP_022295606.1	
XP_022295607.1	
XP_022291205.1	
XP_022293559.1	GO:0003674,GO:0005575,GO:0007165
XP_022294229.1	GO:0003674
XP_022294230.1	GO:0003674
XP_022291156.1	GO:0003674
XP_022291157.1	GO:0003674
XP_022291155.1	GO:0003674
XP_022295638.1	
XP_022291759.1	
XP_022291292.1	
XP_022291291.1	GO:0003674
XP_022291293.1	GO:0003674
XP_022294207.1	
XP_022294208.1	
XP_022294646.1	
XP_022294432.1	
XP_022294741.1	
XP_022294738.1	
XP_022294740.1	
XP_022294739.1	
XP_022294154.1	
XP_022292749.1	
XP_022294663.1	GO:0043167
XP_022294732.1	
XP_022292750.1	GO:0003674
XP_022294733.1	
XP_022294731.1	
XP_022295371.1	GO:0065003
XP_022294496.1	
XP_022294495.1	
XP_022291765.1	
XP_022295697.1	
XP_022295696.1	
XP_022295695.1	
XP_022295472.1	
XP_022291378.1	
XP_022291381.1	
XP_022291379.1	
XP_022291377.1	
XP_022291376.1	
XP_022291375.1	
XP_022294010.1	
XP_022294011.1	
XP_022293226.1	
XP_022293227.1	
XP_022293229.1	
XP_022293228.1	
XP_022293231.1	
XP_022293232.1	
XP_022293233.1	
XP_022293235.1	
XP_022293230.1	
XP_022293236.1	
XP_022293237.1	
XP_022292753.1	
XP_022291191.1	
XP_022291192.1	
XP_022291195.1	
XP_022291193.1	
XP_022291194.1	
XP_022291197.1	
XP_022291199.1	
XP_022291198.1	
XP_022291200.1	
XP_022291204.1	
XP_022291202.1	
XP_022291203.1	
XP_022291201.1	
XP_022295633.1	
XP_022295632.1	
XP_022291386.1	GO:0043167
XP_022291385.1	GO:0043167
XP_022291384.1	GO:0043167
XP_022291820.1	GO:0003674
XP_022295401.1	GO:0006464,GO:0043167
XP_022295403.1	GO:0006464,GO:0043167
XP_022295402.1	GO:0006464,GO:0043167
XP_022292754.1	
XP_022291298.1	
XP_022293656.1	GO:0005634,GO:0006397,GO:0032991
XP_022291184.1	GO:0005575
XP_022291185.1	
XP_022293974.1	
XP_022293972.1	
XP_022292818.1	GO:0003674
XP_022292815.1	GO:0003674
XP_022292817.1	GO:0003674
XP_022292816.1	GO:0003674
XP_022290810.1	
XP_022290812.1	
XP_022290811.1	
XP_022290813.1	
XP_022291001.1	
XP_022292755.1	GO:0003674,GO:0006259
XP_022295684.1	
XP_022292644.1	GO:0003674
XP_022292645.1	
XP_022292646.1	
XP_022295678.1	
XP_022290959.1	
XP_022290958.1	
XP_022290957.1	
XP_022290955.1	
XP_022290952.1	
XP_022290953.1	
XP_022290954.1	
XP_022290960.1	
XP_022291397.1	
XP_022295674.1	
XP_022291014.1	
XP_022291728.1	
XP_022292772.1	
XP_022295686.1	
XP_022292779.1	
XP_022292682.1	GO:0005575,GO:0006810,GO:0019899
XP_022292684.1	GO:0005575,GO:0006810,GO:0019899
XP_022292683.1	GO:0005575,GO:0006810,GO:0019899
XP_022292685.1	GO:0005575,GO:0006810,GO:0019899
XP_022292686.1	GO:0005575,GO:0006810,GO:0019899
XP_022292687.1	GO:0005575
XP_022292688.1	GO:0005575
XP_022293643.1	GO:0006464,GO:0008168
XP_022291555.1	GO:0003674
XP_022291557.1	GO:0007034
XP_022291556.1	GO:0007034
XP_022293065.1	GO:0003723,GO:0007049,GO:0034641
XP_022293063.1	GO:0003723,GO:0007049,GO:0034641
XP_022293064.1	GO:0003723,GO:0007049,GO:0034641
XP_022293066.1	GO:0003723,GO:0007049,GO:0034641
XP_022294517.1	
XP_022294209.1	GO:0003674
XP_022295666.1	GO:0005575,GO:0006464,GO:0009058,GO:0016757
XP_022294198.1	
XP_022294199.1	
XP_022294201.1	
XP_022294200.1	
XP_022291008.1	
XP_022291009.1	
XP_022292788.1	GO:0005575,GO:0006464,GO:0009058,GO:0016757
XP_022294166.1	GO:0003674
XP_022290733.1	
XP_022290735.1	
XP_022290734.1	
XP_022294457.1	
XP_022292830.1	GO:0003723,GO:0007049,GO:0034641
XP_022292832.1	GO:0003723,GO:0007049,GO:0034641
XP_022292833.1	GO:0003723,GO:0007049,GO:0034641
XP_022292834.1	GO:0003723,GO:0007049,GO:0034641
XP_022292831.1	GO:0003723,GO:0007049,GO:0034641
XP_022294720.1	GO:0007034
XP_022294722.1	GO:0007034
XP_022292424.1	GO:0003674
XP_022291518.1	GO:0006464,GO:0008168
XP_022292666.1	GO:0005575,GO:0006810,GO:0019899
XP_022292662.1	GO:0005575,GO:0006810,GO:0019899
XP_022292665.1	GO:0005575,GO:0006810,GO:0019899
XP_022292664.1	GO:0005575,GO:0006810,GO:0019899
XP_022292667.1	GO:0005575,GO:0006810,GO:0019899
XP_022292668.1	GO:0005575,GO:0006810,GO:0019899
XP_022292669.1	GO:0005575,GO:0006810,GO:0019899
XP_022292670.1	GO:0005575
XP_022292795.1	
XP_022295670.1	
XP_022292798.1	
XP_022293657.1	
XP_022293658.1	
XP_022294552.1	
XP_022292800.1	
XP_022295357.1	
XP_022295356.1	
XP_022295573.1	
XP_022295576.1	
XP_022295572.1	
XP_022295575.1	
XP_022295577.1	
XP_022292801.1	
XP_022293014.1	GO:0003674
XP_022293016.1	GO:0003674
XP_022293015.1	GO:0003674
XP_022293238.1	
XP_022293239.1	
XP_022291152.1	GO:0005575
XP_022291418.1	GO:0005634,GO:0006397,GO:0032991
XP_022290961.1	
XP_022291694.1	
XP_022294205.1	GO:0006464,GO:0043167
XP_022294204.1	GO:0006464,GO:0043167
XP_022293818.1	GO:0003674
XP_022291132.1	GO:0043167
XP_022291135.1	GO:0043167
XP_022291133.1	GO:0043167
XP_022291134.1	GO:0043167
XP_022291323.1	
XP_022290894.1	
XP_022290896.1	
XP_022293271.1	
XP_022293270.1	
XP_022293269.1	
XP_022293268.1	
XP_022293262.1	
XP_022293264.1	
XP_022293266.1	
XP_022293267.1	
XP_022293263.1	
XP_022293272.1	
XP_022293887.1	
XP_022293888.1	
XP_022293889.1	
XP_022294235.1	
XP_022294238.1	
XP_022294240.1	
XP_022294236.1	
XP_022294239.1	
XP_022293611.1	
XP_022293613.1	
XP_022293609.1	
XP_022293610.1	
XP_022293608.1	
XP_022293607.1	
XP_022293612.1	
XP_022293614.1	
XP_022291052.1	
XP_022291494.1	
XP_022293172.1	
XP_022293173.1	
XP_022293170.1	GO:0006259,GO:0043167
XP_022294501.1	
XP_022293350.1	
XP_022293347.1	GO:0003674
XP_022293348.1	
XP_022293349.1	
XP_022291743.1	
XP_022291742.1	
XP_022291744.1	
XP_022292803.1	GO:0003674
XP_022293077.1	
XP_022293078.1	
XP_022293075.1	
XP_022293072.1	GO:0003677,GO:0006259
XP_022293073.1	GO:0003677,GO:0006259
XP_022293074.1	
XP_022293076.1	
XP_022293080.1	
XP_022294750.1	
XP_022293578.1	
XP_022293577.1	
XP_022293575.1	
XP_022293573.1	
XP_022293574.1	
XP_022293576.1	
XP_022292804.1	
XP_022293966.1	GO:0003674
XP_022292805.1	GO:0003674
XP_022291339.1	GO:0003674
XP_022294455.1	GO:0003674,GO:0005575,GO:0007165
XP_022291109.1	
XP_022294651.1	GO:0003674
XP_022294652.1	GO:0003674
XP_022295159.1	GO:0003674
XP_022295158.1	GO:0003674
XP_022291141.1	
XP_022292516.1	
XP_022292514.1	GO:0043167
XP_022292515.1	
XP_022291005.1	GO:0003674,GO:0007165
XP_022291006.1	GO:0003674,GO:0007165
XP_022290732.1	GO:0003674,GO:0007165
XP_022290892.1	GO:0003674,GO:0009058,GO:0034641
XP_022294745.1	
XP_022294746.1	
XP_022294747.1	
XP_022291477.1	GO:0005575,GO:0006464,GO:0009058,GO:0016757
XP_022291480.1	GO:0005575,GO:0006464,GO:0009058,GO:0016757
XP_022291481.1	GO:0005575,GO:0006464,GO:0009058,GO:0016757
XP_022291479.1	GO:0005575,GO:0006464,GO:0009058,GO:0016757
XP_022291482.1	GO:0005575,GO:0006464,GO:0009058,GO:0016757
XP_022291990.1	GO:0003674
XP_022294729.1	
XP_022294730.1	
XP_022292814.1	
XP_022292820.1	GO:0008150
XP_022292821.1	
XP_022292823.1	
XP_022291350.1	
XP_022291461.1	GO:0003674
XP_022291460.1	GO:0003674
XP_022291459.1	GO:0003674
XP_022291383.1	GO:0003674
XP_022295418.1	GO:0003674
XP_022295417.1	GO:0003674
XP_022295416.1	GO:0003674
XP_022295422.1	GO:0003677,GO:0006259
XP_022295421.1	GO:0003677,GO:0006259
XP_022295420.1	GO:0003677,GO:0006259
XP_022295423.1	GO:0003677,GO:0006259
XP_022295419.1	GO:0003677,GO:0006259
XP_022292824.1	
XP_022292825.1	
XP_022295426.1	
XP_022292826.1	
XP_022295425.1	
XP_022292827.1	
XP_022291187.1	
XP_022291619.1	
XP_022294506.1	
XP_022294505.1	
XP_022293998.1	GO:0005634,GO:0005737,GO:0006913,GO:0008565
XP_022294004.1	GO:0005815,GO:0007010,GO:0043167
XP_022294001.1	GO:0005815,GO:0007010,GO:0043167
XP_022293999.1	GO:0005815,GO:0007010,GO:0043167
XP_022294002.1	GO:0005815,GO:0007010,GO:0043167
XP_022294000.1	GO:0005815,GO:0007010,GO:0043167
XP_022294005.1	GO:0005815,GO:0007010,GO:0043167
XP_022294003.1	GO:0005815,GO:0007010,GO:0043167
XP_022294006.1	GO:0005815,GO:0007010,GO:0043167
XP_022294007.1	GO:0005815,GO:0007010,GO:0043167
XP_022293996.1	GO:0003723
XP_022294009.1	
XP_022294008.1	GO:0000228,GO:0003677,GO:0009058,GO:0034641,GO:0051276
XP_022293997.1	GO:0003723
XP_022293995.1	GO:0003723
XP_022290920.1	
XP_022290922.1	GO:0005654,GO:0006464,GO:0032991,GO:0051276
XP_022290921.1	GO:0005654,GO:0006464,GO:0032991,GO:0051276
XP_022290923.1	GO:0005654,GO:0006464,GO:0032991,GO:0051276
XP_022291351.1	
XP_022292527.1	
XP_022292526.1	GO:0005975,GO:0016798
XP_022295091.1	GO:0005886,GO:0006810,GO:0032991
XP_022295144.1	GO:0003674
XP_022295145.1	GO:0003674
XP_022290789.1	GO:0003723,GO:0003735,GO:0005840,GO:0006412,GO:0042254
XP_022294401.1	GO:0043167
XP_022294402.1	GO:0043167
XP_022290931.1	GO:0005634,GO:0008219
XP_022290930.1	
XP_022295372.1	GO:0043167
XP_022291867.1	
XP_022292828.1	GO:0043167
XP_022295700.1	GO:0043167
XP_022294314.1	GO:0003674
XP_022291609.1	
XP_022291610.1	
XP_022293626.1	
XP_022292230.1	GO:0003674,GO:0005575,GO:0016192
XP_022292232.1	GO:0003674,GO:0005575,GO:0016192
XP_022292233.1	GO:0003674,GO:0005575,GO:0016192
XP_022292236.1	GO:0003674,GO:0005575,GO:0016192
XP_022292231.1	GO:0003674,GO:0005575,GO:0016192
XP_022292234.1	GO:0003674,GO:0005575,GO:0016192
XP_022295379.1	GO:0003674
XP_022293352.1	GO:0005576,GO:0030234
XP_022294138.1	
XP_022294139.1	
XP_022294136.1	
XP_022294137.1	
XP_022291321.1	
XP_022291474.1	
XP_022292640.1	
XP_022292636.1	
XP_022292637.1	
XP_022292639.1	
XP_022292638.1	
XP_022292629.1	GO:0043167
XP_022292630.1	
XP_022292631.1	
XP_022292632.1	
XP_022292634.1	
XP_022292628.1	
XP_022292642.1	
XP_022292641.1	
XP_022292633.1	
XP_022295704.1	
XP_022294488.1	
XP_022294489.1	
XP_022294490.1	
XP_022291420.1	
XP_022291421.1	
XP_022292836.1	
XP_022295214.1	
XP_022295215.1	
XP_022295226.1	
XP_022295218.1	
XP_022295216.1	
XP_022295219.1	
XP_022295217.1	
XP_022295222.1	
XP_022295221.1	
XP_022295225.1	
XP_022295220.1	
XP_022295211.1	
XP_022295223.1	
XP_022295212.1	
XP_022295224.1	
XP_022295213.1	
XP_022295210.1	
XP_022295227.1	
XP_022292837.1	GO:0003677,GO:0006259
XP_022291667.1	
XP_022291666.1	
XP_022295609.1	GO:0003674,GO:0005575,GO:0007165,GO:0048646
XP_022295608.1	GO:0003674,GO:0005575,GO:0007165,GO:0016192,GO:0048646
XP_022295610.1	GO:0003674,GO:0005575,GO:0007165,GO:0016192,GO:0048646
XP_022295611.1	GO:0003674,GO:0005575,GO:0007165,GO:0016192,GO:0048646
XP_022293279.1	
XP_022293278.1	
XP_022293277.1	
XP_022293274.1	
XP_022293276.1	
XP_022294292.1	
XP_022292851.1	
XP_022294283.1	
XP_022294284.1	
XP_022294286.1	
XP_022294287.1	
XP_022294288.1	
XP_022294289.1	
XP_022294290.1	
XP_022294291.1	
XP_022293988.1	GO:0003700,GO:0005622,GO:0009058,GO:0032991,GO:0034641
XP_022292555.1	GO:0030154,GO:0043167,GO:0048856
XP_022292567.1	
XP_022292565.1	
XP_022292571.1	
XP_022292568.1	
XP_022292569.1	
XP_022292570.1	
XP_022292563.1	GO:0009058,GO:0044281,GO:0051186
XP_022292564.1	GO:0009058,GO:0044281,GO:0051186
XP_022292562.1	
XP_022291294.1	
XP_022292853.1	
XP_022292854.1	GO:0003674,GO:0006259
XP_022293212.1	
XP_022293206.1	
XP_022293203.1	
XP_022293214.1	
XP_022293213.1	
XP_022293208.1	
XP_022293209.1	
XP_022293205.1	
XP_022293211.1	
XP_022293207.1	
XP_022293202.1	
XP_022293210.1	
XP_022292855.1	GO:0003674,GO:0006464
XP_022295664.1	
XP_022292856.1	
XP_022292857.1	
XP_022295376.1	
XP_022295373.1	
XP_022291450.1	
XP_022291448.1	
XP_022291449.1	
XP_022291451.1	
XP_022294038.1	
XP_022294635.1	
XP_022294636.1	
XP_022292864.1	
XP_022294466.1	
XP_022294465.1	
XP_022294467.1	
XP_022294468.1	
XP_022292865.1	GO:0005975,GO:0016757
XP_022294271.1	GO:0005975,GO:0016757
XP_022294272.1	
XP_022294268.1	GO:0005975,GO:0016757
XP_022294269.1	GO:0005975,GO:0016757
XP_022294270.1	GO:0005975,GO:0016757
